0.001,100,0.10439167962663132,0.012028187993777688,0.008678100009768016
0.005,100,0.43225726708025014,0.04573319970802069,0.029834113231822085
0.01,100,0.6951206934840982,0.06860855418114008,0.03878003956381342
0.05,100,1.089969183119605,0.11200686865659039,0.017997804355818103
0.1,100,1.0964316878594287,0.12436207434991409,0.00565764116543151
0.5,100,1.0964608113924048,0.12861719390874368,0.0014025223111921667
1.0,100,1.096460811392405,0.12861723232337582,0.0014024838965557376
5.0,100,9.709117186601505e+70,-1.8572347806572152e+87,-1.8572347806572148e+87
10.0,100,4.283904906204423e+104,-1.30612065718595e+120,-1.30612065718595e+120
1.2,32,1.096460811392405,-0.6298531440191588,-0.7570673420293405
